Data Source	World Development Indicators																																																															
Last Updated Date	15-02-22																																																															
																																																																
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
Malta	MLT	Export value index (2000 = 100)	TX.VAL.MRCH.XD.WD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	78.03810955	70.57861435	66.44160717	74.75475758	80.62781571	100	74.26690219	82.66036304	91.82068675	102.6084589	97.79435715	113.9648045	125.4615507	141.92454	116.48908	146.1867656	178.7844611	173.2686474	148.0999437	119.4061328	106.2846117	129.8776338	116.5276413	130.1374222	122.585382	109.2625434
Malta	MLT	Insurance and financial services (% of commercial service exports)	TX.VAL.INSF.ZS.WT	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	11.2987013	13.93700787	6.699507389	5.068965517	4.559193955	5.24137931	4.58490566	5.062240664	2.933579336	2.893700787	2.591863517	3.069224354	4.149484536	5.538321168	6.56557377	4.95014245	3.455525606	3.415210203	4.115226337	3.747356219	3.864493323	2.864936144	3.300026754	3.167409816	1.889377805	1.941276193	1.928976084	2.108698622	2.416008139	2.674799416	2.696215741	2.706697452	1.960851217	44.9548686	41.96977069	38.29956048	37.09428812	38.85177239	36.95289827	34.33445916	45.06000437	34.44416579	33.2401578	30.17569212	24.97733149	24.49654527	24.4867062	24.7723442	23.11569691	24.92492436
Malta	MLT	"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"	TM.VAL.MRCH.RS.ZS	4.942339374	12.84324591	13.54689309	14.53085068	6.370656371	6.450937271	4.937809782	3.99890441	3.785277615	3.797380156	3.712589973	5.238988422	4.904742602	5.451864335	6.254910764	5.74564235	4.212597492	4.022134449	3.671585426	4.176894397	3.997702225	3.080874406	4.209379237	4.237311273	3.891734949	5.028228419	4.593519816	4.189264022	4.28210467	4.556839911	4.163671842	3.76262011	2.064034572	1.782173054	1.220398748	1.277688185	1.816723955	0.017325489	0.038945851	0.105395432	0	0.000147949	0.000112853	0	0.122315855	0.075979202	0.047271812	0.066614663	0.644804698	0.291085134	1.331357945	3.661827099	0.858929019	3.411060315	2.423126542	3.04870379	13.39385384	7.225115978	1.77085439	2.142513235	\N
Malta	MLT	Food imports (% of merchandise imports)	TM.VAL.FOOD.ZS.UN	\N	\N	\N	\N	\N	33.67323844	33.41596435	32.47450126	29.29303411	27.42050507	26.02898616	29.72700454	28.57123254	30.13605022	27.16554843	26.84388257	24.16555827	21.87890338	21.67391625	20.09395385	19.36180287	17.83930451	18.19917014	16.79855169	17.13686989	16.42108416	14.56312144	13.56956718	\N	\N	10.24593802	10.54043328	10.28108165	9.909679985	8.982247427	10.11623198	10.84325051	11.99153347	11.20757089	10.5924732	8.424957111	10.90631802	11.52131198	11.27784752	10.72616096	11.59642197	10.79149461	13.2502854	14.67780171	15.46044525	10.71643105	9.296951221	9.439759911	10.32527903	9.435038318	10.16315982	10.34636686	12.04398678	12.2188322	10.07048454	12.96183071
Malta	MLT	"Share of tariff lines with international peaks, all products (%)"	TM.TAX.MRCH.IP.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4.208404	4.33863	11.52495	6.321393	6.29284	5.085296	5.157619	7.162161	9.906788	8.83796	6.800004	6.025379	5.60611	6.488461	8.094247	8.349668	5.721504	4.780674	6.039214	5.870751	4.742306	4.646175	5.3808	4.865139	4.976868	4.921036	5.722713	5.766603	5.496077	5.435838	5.339829	5.697177	1.813626
Malta	MLT	"International tourism, receipts for travel items (current US$)"	ST.INT.TVLR.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	656000000	632000000	635000000	653000000	667000000	587000000	561000000	614000000	722000000	767000000	755000000	767000000	965000000	1082000000	899000000	1066000000	1276000000	1260000000	1402000000	1521000000	1381000000	1451000000	1747000000	1849000000	1897000000	418000000
Malta	MLT	"Completeness of birth registration, urban (%)"	SP.REG.BRTH.UR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Malta	MLT	"Population ages 80 and above, male (% of male population)"	SP.POP.80UP.MA.5Y	1.089973954	1.120475759	1.129165878	1.131872546	1.135602391	1.131288501	1.198187981	1.251217886	1.279079474	1.28132558	1.254990341	1.335110905	1.389005104	1.415203476	1.405027575	1.356699423	1.387845051	1.394039672	1.380397101	1.35086072	1.311247423	1.377444349	1.415057034	1.411678376	1.365358198	1.284652985	1.370437213	1.445916497	1.502084642	1.530990531	1.530901319	1.602883188	1.656821704	1.688499932	1.695668913	1.680816765	1.736238593	1.770186499	1.795442579	1.821843532	1.856973124	1.971024516	2.078373693	2.165616625	2.222578111	2.244755593	2.341128824	2.405032616	2.443734022	2.474180336	2.51254815	2.645382863	2.762607193	2.844388835	2.885210216	2.911909887	3.072253581	3.230127811	3.387621262	3.530616035	3.661819167
Malta	MLT	"Population ages 55-59, male (% of male population)"	SP.POP.5559.MA.5Y	3.958985856	4.11234952	4.255083203	4.368108017	4.436772132	4.460343943	4.394210253	4.322855238	4.252040299	4.199686101	4.187379266	4.174073215	4.222369547	4.336872413	4.506861613	4.712005064	4.811918016	4.936510653	5.072801765	5.194992175	5.285966176	5.166031238	4.986159696	4.76373785	4.537913071	4.343938779	4.315654654	4.329101664	4.373179508	4.426571883	4.47433819	4.503311995	4.545780455	4.602215233	4.663496212	4.721655024	4.742065076	4.735420057	4.755524739	4.88252001	5.157120616	5.594739866	6.182049766	6.816136283	7.334357624	7.635656983	7.690933275	7.555847894	7.3385909	7.170713544	7.117427337	7.037334965	7.041267695	7.09004017	7.115115376	7.078365311	7.014773003	6.904973458	6.756167569	6.584293175	6.399602565
Malta	MLT	Population ages 15-64 (% of total population)	SP.POP.1564.TO.ZS	53.62443406	54.28034375	55.29283904	56.56410128	57.87684465	59.08571819	59.89352208	60.70837132	61.4844811	62.16027636	62.68885804	63.40060246	63.80182002	64.03053749	64.28071442	64.64374791	64.88040052	65.31386197	65.8179961	66.19722589	66.3698314	66.3708683	66.28314513	66.16890107	66.1084232	66.126787	66.04641845	65.99002334	65.97123657	66.00256872	66.08676436	66.11525416	66.20330478	66.32189333	66.43959866	66.54488241	66.79868403	67.02183656	67.2356632	67.47024655	67.74174701	67.93590158	68.16170828	68.40809362	68.65276292	68.8735781	69.18302455	69.43744299	69.56880615	69.53216118	69.31705986	68.99074486	68.57226849	68.06554484	67.51650988	66.98096453	66.41297693	65.88290903	65.37377518	64.8540325	64.30223104
